file,index,label,num_atoms,reference,WARNING
CHOBr_G4.py,79,CCC(Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,80,Br[CH]C(Br)COBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,81,BrCC#CCBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,82,Br[C]DC(Br)CDCBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,83,[CH]DC(Br)OC,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,84,CDC(Br)OC(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,85,OC(O)C(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,86,CDC(Br)C(Br)OBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,87,C[CH]C(C)(Br)Br,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,88,C#CC(Br)C(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,89,[O]CC(Br)C(Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,90,C[C]DC(Br)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,91,BrC[C](Br)C(Br)OBr,11,G4 / RRHO,False
CHOBr_G4.py,92,BrC[C](Br)OC(Br)Br,11,G4 / RRHO,False
CHOBr_G4.py,93,C#CO[CH]Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,94,CCDC[C](Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,95,BrC[CH]CC(Br)Br,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,96,C[C](CBr)CBr,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,97,OCDC(Br)CBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,98,CDC(Br)C(O)(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,99,BrC#C[C](Br)CBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,100,CC(O)(Br)CBr,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,101,CDCDCDCBr,8,G4 / RRHO,False
CHOBr_G4.py,102,BrC#CC(Br)DCBr,8,G4 / RRHO,False
CHOBr_G4.py,103,[O]CBr,5,G4 / RRHO,False
CHOBr_G4.py,104,CC(Br)C(Br)(Br)OBr,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,105,Br[C](Br)COC(Br)Br,11,G4 / RRHO,False
CHOBr_G4.py,106,COC(Br)[C](Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,107,OCCBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,108,BrOCOC(Br)(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,109,CC[C](Br)CBr,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,110,OC(Br)O[C](Br)Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,111,BrCDCBr,6,G4 / RRHO,False
CHOBr_G4.py,112,Br[CH]COOBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,113,C[CH]Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,114,OC#CCBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,115,[CH2]C(DO)Br,6,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,116,CC(CBr)CBr,14,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,True
CHOBr_G4.py,117,BrOCDCC(Br)(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,118,CCDC(Br)Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,119,OC(Br)C(O)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,120,C#CC(Br)CBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,121,ODCOC(Br)(Br)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,122,OC(Br)DC(Br)CBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,123,OCC(Br)D[C]Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,124,CDCO[C](Br)Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,125,CC(C)D[C]Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,126,[CH2]C(DC)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,127,[CH2]C(C)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,128,OOC(Br)(Br)Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,129,Br[CH]CCOBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,130,ODC(Br)C(Br)CBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,131,ODC(Br)C(Br)DCBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,132,BrOCCOBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,133,[CH]DC(Br)OBr,6,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,134,OC(Br)D[C]CBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,135,BrC[CH]COBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,136,[CH2]CDC(Br)CBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,137,OCDCD[C]Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,138,BrCDCDCC(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,139,CCCC(Br)Br,14,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,True
CHOBr_G4.py,140,CDC(O)C(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,141,OOCBr,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,142,BrCC(Br)C(Br)OBr,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,143,CDC(Br)CC,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,144,BrCC(Br)OC(Br)Br,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,145,BrOC(OBr)DC(Br)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,146,ODC(Br)CCBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,147,[CH]DCDCDCBr,7,G4 / RRHO,False
CHOBr_G4.py,148,CC([O])OBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,149,[CH2]CBr,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,150,CC(Br)(Br)C[CH]Br,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,151,BrCDCCBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,152,CDCC(DO)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,153,BrCDCOOBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,154,CC(D[C]Br)CBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,155,ODCC(O)(Br)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,156,OC(Br)CDC(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,157,[CH2]OCDCBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,158,BrCC(Br)(Br)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,159,CDCDCC(Br)(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,160,C[CH]C(Br)(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,161,[CH2]CCCBr,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,162,CDC(Br)CBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,163,O[C]DC(O)Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,164,OC(DCBr)OBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,165,BrCDCCOBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,166,C[C]DC(Br)CBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,167,CDCC(DC)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,168,BrOC(Br)(Br)C(Br)Br,9,G4 / RRHO,False
CHOBr_G4.py,169,CC[C](Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,170,BrOCOBr,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,171,OC(Br)CDCBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,172,[O]OC(Br)CBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,173,[CH2]COCBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,174,OCC(Br)[C](Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,175,CDCC(C)(Br)Br,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,176,[O]C(DO)C(Br)Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,177,ODC(Br)OCBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,178,[CH2]CCDC(Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,179,ODC(O)[C](Br)Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,180,CDCC(Br)(Br)CBr,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,181,CDC[C]DCBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,182,[CH]DC(Br)CC,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,183,C#CC(Br)[C](Br)Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,184,BrOC(Br)DCDC(Br)Br,8,G4 / RRHO,False
CHOBr_G4.py,185,BrOC[CH]C(Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,186,[CH2]CC(C)Br,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,187,[CH]DCC(Br)DCBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,188,OCDCDC(Br)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,189,CC(Br)DCDCBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,190,CCDC(Br)C(Br)Br,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,191,OC[C](Br)C(Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,192,BrCD[C]C(Br)DCBr,9,G4 / RRHO,False
CHOBr_G4.py,193,BrCCC(Br)OBr,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,194,Br[CH]C(CBr)CBr,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,195,BrCCOC(Br)Br,12,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,196,O[CH]CCBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,197,BrC[C]DC(Br)OBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,198,ODC(Br)CD[C]Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,199,OCDCDCBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,200,BrC[C](Br)Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,201,CC(C)C(Br)(Br)Br,14,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,True
CHOBr_G4.py,202,Br[CH]COBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,203,Br[CH]C(DCBr)OBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,204,[CH2]CCBr,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,205,C[C](Br)COBr,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,206,ODCCDC(Br)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,207,CD[C]C(C)(Br)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,208,[C]#CC(Br)DCBr,7,G4 / RRHO,False
CHOBr_G4.py,209,ODCDCCBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,210,BrC#COOBr,6,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,211,CDC(O)OBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,212,Br[CH]CCC(Br)Br,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,213,Br[C]DCOC(Br)Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,214,C#CC(O)(Br)Br,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,215,Br[C]DCC(Br)OBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,216,[C]#CC(Br)CBr,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,217,BrC#CCOBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,218,[CH]DC(Br)C#C,7,G4 / RRHO,False
CHOBr_G4.py,219,CC(Br)(Br)[CH]Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,220,[CH2]OCBr,8,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,221,CC(Br)(Br)[CH]CBr,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,222,OC(Br)C(Br)(Br)Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,223,CDC(Br)[C]Br,7,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,224,BrC(Br)CCC(Br)Br,14,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,True
CHOBr_G4.py,225,Br,2,G4 / RRHO,False
CHOBr_G4.py,226,ODC[CH]C(Br)Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,227,[CH2]CC(O)Br,11,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,228,[CH2]C(Br)CCBr,13,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,229,Br[CH]CC(Br)Br,10,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
CHOBr_G4.py,230,OOC[CH]Br,9,G4 with m062xd3/jun-cc-pvtz 1D Hindered Rotor,False
